# --------------------------------------------------
# nrow : 900
# ncol : 75
# comment : Station list for covariate paper.
# time_generated : 2024-12-16 15:50:36
# author : Julien Lerat, CSIRO Environment
# source_file : D030_high_quality_station_selection.py
# --------------------------------------------------
STATIONID,LONGITUDE[arc_degree],LATITUDE[arc_degree],CATCHMENTAREA[km2],LONGITUDE_DEM[arc_degree],LATITUDE_DEM[arc_degree],ALTITUDE[m],COORDINATE_DEM_TYPE[-],CATCHMENTAREA_DEM[km2],LONGITUDE_CENTROID[arc_degree],LATITUDE_CENTROID[arc_degree],ALTITUDE_OUTLET[m],PATHLENGTH_MEAN[km],PATHLENGTH_MAX[km],ALTITUDE_MEAN[m],ALTITUDE_MIN[m],ALTITUDE_MAX[m],DAMS_WITHIN_CATCHMENT_CAPACITY[Mm3],RELIEF_RATIO[-],LANDUSE2013_PROP_08[-],LANDUSE2013_PROP_05[-],LANDUSE2013_PROP_07[-],LANDUSE2013_PROP_04[-],LANDUSE2013_PROP_06[-],LANDUSE2013_PROP_02[-],LANDUSE2013_PROP_03[-],LANDUSE2013_PROP_01[-],LANDUSE2013_PROP_00[-],IS_VALID[-],STREAMFLOW_NLININTERP[-],STREAMFLOW_NVALID[-],PRECIPITATION_MEAN[mm/yr],E0_MEAN[mm/yr],STREAMFLOW_MEAN[mm/yr],STREAMFLOW_MAX[m3/sec],NORMSTREAMFLOW_MAX[m3/sec/km2],RUNOFF_COEFFICIENT[-],ARIDITY_INDEX[-],CATCHMENTAREA_VALID[km2],NDAYSMAX_ZERO_CONSECUTIVE[day],STATION_COORD_DEM_ERROR[km],GAUGING_MAX_BoM[m3/sec],GAUGING_MAX_PROVIDER[m3/sec],XOUTLET_EPSG28356[m],YOUTLET_EPSG28356[m],XCENTROID_EPSG28356[m],YCENTROID_EPSG28356[m],DISTANCE_OUTLET_TO_CENTROID[km],RATIO_OUTLET_DISTANCE_VS_SQRTAREA[-],RATIO_MAXPATH_VS_SQRTAREA[-],DISTANCE_OUTLET_FROM_COAST[km],DISTANCE_CENTROID_FROM_COAST[km],DURATION[yr],STREAMFLOW_MEAN_AMS_DURATION[yr],STREAMFLOW_MAX_AMS_DURATION[yr],NAME,STATE,DATA_PROVIDER[-],START[-],COMMENT[-],END[-],CONTROL_SECTION[-],BASIN[-],GEOFABRIC_RIVER[-],DAMS_WITHIN_CATCHMENT[-],STATIONID_ALTERNATIVE[-],DATA_AVAILABILITY[-],DAILYMEAN_PROVIDER_QUALITY_ASSESSMENT[-],DAILYMEAN_BOM_QUALITY_ASSESSMENT[-],DAILYMAX_PROVIDER_QUALITY_ASSESSMENT[-],DAILYMAX_BOM_QUALITY_ASSESSMENT[-],STREAMFLOW_MAX_DATE[-],WATER_YEAR_START[-],IS_ARR,CATCHMENTAREA_ARR[km2],GAUGING_RATIO[-]
235241,143.60648,-38.47867,33.00000,143.60750,-38.47750,0.00000,3.00000,46.07921,143.62869,-38.48784,228.26410,6.89990,14.34095,194.23907,113.23150,272.44531,,0.09007,0.93917,0.06083,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,3520.00000,1184.90320,1144.56775,182.56796,10.45359,0.31678,0.15408,1.03524,33.00000,2.00000,0.15919,5.18519,5.18519,-320163.59375,5699028.50000,-318114.87500,5698208.00000,2.20698,0.38419,2.49644,28.94564,27.25407,23.33744,0.00000,0.00000,Porcupine Creek @ Kawarren,VIC,DELWP,1986-03-26 00:00:00,Station closed 13.07.1995 - 1.04.2008,2009-07-27 00:00:00,"ART. CONCRETE WALL WITH V NOTCH WEIR
",Otway Coast,nan,nan,235241A,streamflow_dailymean_delwp_9am=8525/streamflow_dailymean_bom_9am=3876/streamflow_dailymax_delwp_9am=7843/streamflow_dailymax_bom_9am=6204/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49066/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=536,discard=4649",islin=384,"islin=129,discard=4645",islin=2565,1986-10-23,NA,0.00000,,0.49602
236202,142.72557,-37.69402,1347.00000,142.72749,-37.69500,204.00000,1.00000,1276.86816,142.86699,-37.43378,238.68381,58.47916,101.98930,296.43790,219.21590,714.48273,,0.20593,0.07431,0.72616,0.04607,0.12974,0.01445,0.00456,0.00437,0.00033,0.00000,1.00000,0.00000,19134.00000,609.28955,1276.13245,20.53161,250.72789,0.18614,0.03370,0.47745,1347.00000,186.00000,0.20397,135.89500,135.89500,-407023.12500,5778103.00000,-397664.71875,5808467.00000,31.77371,0.86573,2.77889,80.12258,111.89031,59.55647,26.00000,29.00000,Hopkins River @ Wickliffe,VIC,DELWP,1964-05-27 00:00:00,South of Wickliffe just before the bridge over Hopkins River there is an access track on the eastern side of the road. The station is 100m along this track.,2023-12-17 00:00:00,"ARTIFICIAL SHEET PILING CONCRETE CAPPED
",Hopkins River,Hopkins River (Hopkins River),nan,236202A/236202B,streamflow_dailymean_delwp_9am=21745/streamflow_dailymean_bom_9am=15052/streamflow_dailymax_delwp_9am=18655/streamflow_dailymax_bom_9am=15085/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48417/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=3295,discard=245",islin=1884,"islin=1106,discard=231",islin=1618,2011-01-16,JAN,0.00000,,0.54200
236203,143.36000,-37.69167,1251.00000,143.36000,-37.69000,0.00000,1.00000,1231.45508,143.54852,-37.49349,353.41110,59.72910,96.80684,407.81384,276.06189,721.29437,,0.21743,0.16253,0.76158,0.01056,0.01870,0.01648,0.01164,0.01791,0.00059,0.00000,1.00000,0.00000,14862.00000,703.00049,1258.67920,37.78956,419.47153,0.33531,0.05375,0.55852,1251.00000,52.00000,0.18694,137.89278,137.89278,-350907.68750,5784391.50000,-336470.15625,5808169.50000,27.81765,0.78649,2.73702,106.64120,106.86967,48.42437,24.00000,25.00000,Mount Emu Creek @ Skipton,VIC,DELWP,1975-07-09 00:00:00,nan,2023-12-11 00:00:00,"NATURAL GRAVEL
",Hopkins River,Mount Emu Creek (Hopkins River),nan,236203A/236203B/236203C,streamflow_dailymean_delwp_9am=17686/streamflow_dailymean_bom_9am=17575/streamflow_dailymax_delwp_9am=15004/streamflow_dailymax_bom_9am=17688/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48209/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=3737,discard=56",islin=2923,"islin=1465,discard=29",islin=2173,2011-01-16,APR,0.00000,,0.32873
236205,142.47859,-38.33018,,142.48000,-38.33250,0.00000,1.00000,906.41266,142.47049,-38.12249,56.11031,46.54717,94.90188,149.24924,24.95454,340.70450,,0.30056,0.00428,0.96160,0.00007,0.03038,0.00367,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,20720.00000,741.61865,1250.76758,60.59857,313.09247,0.34542,0.08171,0.59293,906.41266,0.00000,0.28839,254.08565,254.08565,-420780.31250,5704783.50000,-424151.90625,5727835.50000,23.29754,0.77383,3.15219,6.94441,27.18031,58.46407,40.00000,41.00000,Merri River @ Woodford,VIC,DELWP,1965-06-18 00:00:00,Smart Sensor installed for a short project,2023-12-05 00:00:00,"Natural; Limestone and sand
",Hopkins River,Merri River (Hopkins River),nan,236205A/236205B/236205C,streamflow_dailymean_delwp_9am=21353/streamflow_dailymean_bom_9am=17674/streamflow_dailymax_delwp_9am=18046/streamflow_dailymax_bom_9am=17572/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48996/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=823,islin=349,islin=528,islin=354,2020-10-09,JAN,1.00000,899.00000,0.81154
236209,142.62518,-38.33544,8355.00000,142.62500,-38.33500,30.00000,3.00000,8173.62939,142.99911,-37.73057,101.99520,153.37299,286.80124,276.89359,80.00002,965.23230,,0.32398,0.05722,0.82541,0.02021,0.06938,0.01786,0.00287,0.00683,0.00021,0.00000,1.00000,0.00000,24272.00000,639.95178,1253.58496,29.69154,674.41888,0.08072,0.04640,0.51050,8355.00000,0.00000,0.05209,440.40509,440.40509,-407852.28125,5705668.50000,-382373.53125,5776679.50000,75.44365,0.82537,3.13767,11.32158,86.58977,68.53388,37.00000,37.00000,Hopkins River @ Hopkins Falls,VIC,DELWP,1955-05-24 00:00:00,From Allansford travel north east along Princess Highway. Take Dwarroon Road north. At T intersection turn west along Hopkins Falls Road. The station housing is located 500m before the waterfall/bridge crossing of river with access gained via track adjacent to farm house to the north of the road. Park car at sheds and walk to station. Gauging facility is located downstream and the water quality sample site is located on the southern side of the river in the natural control just upstream from the bridge.,2023-12-05 00:00:00,"NATURAL ROCK
",Hopkins River,nan,nan,236209A,streamflow_dailymean_delwp_9am=25032/streamflow_dailymean_bom_9am=22237/streamflow_dailymax_delwp_9am=21429/streamflow_dailymax_bom_9am=22286/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48725/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=1065,islin=757,islin=474,islin=569,2011-01-18,JAN,0.00000,,0.65301
236210,142.70302,-38.24379,5157.00000,142.70250,-38.24250,90.00000,1.00000,4998.63232,142.84537,-37.69096,99.21535,124.19287,227.18390,270.36490,94.01387,965.23230,,0.26077,0.04453,0.82180,0.02484,0.08347,0.01909,0.00146,0.00467,0.00015,0.00000,1.00000,0.00000,17067.00000,628.06451,1243.42932,22.47766,267.26434,0.05183,0.03579,0.50511,5157.00000,31.00000,0.15170,265.05197,265.05197,-402174.25000,5716647.50000,-396457.84375,5779612.00000,63.22331,0.88040,3.16358,23.68071,85.00242,49.39083,30.00000,31.00000,Hopkins River @ Framlingham,VIC,DELWP,1974-07-17 00:00:00,From Mortlake travel south along the Hopkins Highway. Turn east onto Framlingham Road. Station is located at Hopkins River crossing. Station is part of South West Flood Warning Network.,2023-12-07 00:00:00,"ARTIFICIAL MEASURING WEIR
",Hopkins River,Hopkins River (Hopkins River),nan,236210A,streamflow_dailymean_delwp_9am=18041/streamflow_dailymean_bom_9am=17979/streamflow_dailymax_delwp_9am=15475/streamflow_dailymax_bom_9am=18074/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48682/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=1572,islin=1129,islin=556,islin=765,2011-01-18,JAN,0.00000,,0.99172
236212,142.65192,-38.34597,223.00000,142.64999,-38.34500,0.00000,3.00000,220.23863,142.81244,-38.38134,85.83286,24.20739,53.49465,104.76414,38.00998,215.44231,,0.30149,0.02292,0.96455,0.00000,0.01093,0.00080,0.00000,0.00000,0.00080,0.00000,1.00000,0.00000,17309.00000,832.12524,1269.63782,123.06192,51.20509,0.22962,0.14789,0.65540,223.00000,0.00000,0.20135,33.80787,33.80787,-405374.68750,5704761.50000,-390857.56250,5702405.50000,14.70711,0.98486,3.58227,11.72125,17.49661,48.89528,31.00000,31.00000,Brucknell Creek @ Cudgee,VIC,DELWP,1975-01-24 00:00:00,From Warrnambool trave east along the Princess Highway. Turn north at Dwarroon Road. Station is located adjacent to bridge crossing.18/01/2018 - Continuous Rainfall is collected from this site for DELWP Groundwater and is managed via EWA rather than as a parameter at the site. Refer to RT-965. TM,2023-12-17 00:00:00,"Artificial:Concrete weir with fishladder(consists of rocks right off the concrete weir)
",Hopkins River,nan,nan,236212A,streamflow_dailymean_delwp_9am=17847/streamflow_dailymean_bom_9am=17855/streamflow_dailymax_delwp_9am=14755/streamflow_dailymax_bom_9am=15112/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49099/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=918,discard=4",islin=585,islin=376,islin=376,2010-12-08,JAN,1.00000,570.00000,0.66024
236215,143.67555,-37.52452,166.00000,143.67751,-37.52500,0.00000,3.00000,207.35760,143.77786,-37.48202,470.94260,20.90258,38.15765,417.02347,299.78751,633.51758,,0.11434,0.06783,0.79708,0.01116,0.02977,0.01717,0.05839,0.01631,0.00229,0.00000,1.00000,0.00000,13296.00000,663.37640,1230.27405,75.92464,45.02315,0.27122,0.11445,0.53921,166.00000,25.00000,0.18186,19.73380,19.73380,-324856.90625,5805849.00000,-316254.03125,5811482.00000,10.28296,0.79811,2.96161,95.76155,92.00011,46.49692,29.00000,30.00000,Burrumbeet Creek At Lake Burrumbeet,VIC,DELWP,1977-06-18 00:00:00,From Ballarat travel west along the Western Highway. Turn south along Bo Peep Road. Travel approximately 3 km to station located 200 m past creek crossing.,2023-12-17 00:00:00,"Artificial; Ford with concr. box culvert
",Hopkins River,nan,nan,236215A/236215B,streamflow_dailymean_delwp_9am=16976/streamflow_dailymean_bom_9am=10251/streamflow_dailymax_delwp_9am=14303/streamflow_dailymax_bom_9am=10475/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26965/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=47902/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=1635,discard=3092",islin=593,"islin=340,discard=3068",islin=811,2016-10-04,JAN,0.00000,,0.43830
236216,142.88129,-38.30559,2877.00000,142.88251,-38.30750,0.00000,1.00000,2656.11523,143.30478,-37.73673,118.95970,140.81966,247.28261,308.32755,104.42800,721.29437,,0.40087,0.08455,0.83008,0.01310,0.03822,0.01708,0.00576,0.01089,0.00032,0.00000,1.00000,0.00000,15761.00000,656.55591,1234.47339,29.73484,318.45300,0.11069,0.04529,0.53185,2877.00000,82.00000,0.23916,134.05093,278.05557,-385756.78125,5711511.50000,-355269.00000,5778865.50000,73.93321,1.37838,4.61024,27.91374,100.98436,46.17933,24.00000,23.00000,Mount Emu Creek @ Taroon (Ayrford Road Bridge),VIC,DELWP,1977-10-12 00:00:00,From Terang travel south west along the Princess Highway. After 4km turn south onto the Taroon Ayrseford Road. Travel another 5 km to access track located east off the road just before bridge crossing.,2023-12-17 00:00:00,"ARTIFICIAL LOW PROFILE WEIR
",Hopkins River,Mount Emu Creek (Hopkins River),nan,236216A,streamflow_dailymean_delwp_9am=16856/streamflow_dailymean_bom_9am=16826/streamflow_dailymax_delwp_9am=14548/streamflow_dailymax_bom_9am=14085/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48703/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=1659,discard=44",islin=1170,"islin=635,discard=38",islin=749,2011-01-17,APR,0.00000,,0.42094
236219,142.94141,-37.31577,258.00000,142.94250,-37.31500,288.00000,1.00000,243.02400,143.01321,-37.28425,337.14359,15.67765,27.42781,316.50122,231.71120,680.42517,,0.06113,0.24588,0.63585,0.04254,0.04254,0.00000,0.02188,0.01033,0.00098,0.00000,1.00000,0.00000,11995.00000,574.72931,1308.23535,25.71473,95.85463,0.37153,0.04474,0.43932,258.00000,53.00000,0.13088,21.06481,21.06481,-392470.87500,5822327.00000,-386457.15625,5826522.50000,7.33247,0.45650,1.70758,126.65371,132.47821,34.54073,22.00000,23.00000,Hopkins River @ Ararat,VIC,DELWP,1989-06-02 00:00:00,From Ararat head south from the Western Highway-Princes Street intersection along Princes Street and Tatyoon Road. 3.5km turn left (east) onto access track. The site is 300m along just over the river on the RHS.,2023-12-17 00:00:00,"Artificial;120 deg V-notch weir
",Hopkins River,Hopkins River (Hopkins River),nan,236219A,streamflow_dailymean_delwp_9am=12603/streamflow_dailymean_bom_9am=12616/streamflow_dailymax_delwp_9am=9993/streamflow_dailymax_bom_9am=12640/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=48173/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=1005,discard=2",islin=697,islin=282,islin=592,2011-01-15,APR,0.00000,,0.21976
237200,142.22643,-38.31991,570.00000,142.22501,-38.32000,0.00000,1.00000,541.54834,142.25304,-38.13319,53.45324,34.08622,71.10492,153.45320,53.45324,239.99960,,0.38116,0.00085,0.94610,0.00021,0.04664,0.00534,0.00000,0.00032,0.00053,0.00000,1.00000,0.00000,15945.00000,798.46051,1177.62292,82.35783,121.87859,0.21382,0.10315,0.67803,570.00000,0.00000,0.12678,119.21296,119.21296,-443040.93750,5703347.50000,-443149.65625,5724424.00000,21.07703,0.88282,2.97826,6.97437,25.87744,50.01506,30.00000,30.00000,Moyne River @ Toolong,VIC,DELWP,1973-11-22 00:00:00,From Port Fairy travel east along Princess Highway. Turn north at Toolong Road. Turn north-east onto Toolong North Road approx. 4km on from highway. Station is at bridge crossing 200m along road.,2023-11-28 00:00:00,"ARTIFICIAL CONCRETE WEIR
",Portland Coast,Moyne River (Portland Coast),nan,237200A/237200B,streamflow_dailymean_delwp_9am=18275/streamflow_dailymean_bom_9am=12792/streamflow_dailymax_delwp_9am=15462/streamflow_dailymax_bom_9am=15561/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49038/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=3082,islin=1683,islin=936,islin=1309,1976-10-17,JAN,0.00000,,0.97813
237202,141.61987,-38.12584,234.00000,141.62000,-38.12500,0.00000,1.00000,264.95544,141.50024,-38.09148,130.74330,19.11672,39.15370,99.78838,20.87510,168.99440,,0.26434,0.58933,0.39546,0.00045,0.01044,0.00386,0.00045,0.00000,0.00000,0.00000,1.00000,0.00000,14963.00000,964.41602,1175.77527,151.28304,79.18437,0.33839,0.15686,0.82024,234.00000,1.00000,0.09505,50.43981,50.43981,-498981.56250,5718514.00000,-509995.50000,5721028.00000,11.29727,0.73853,2.55956,16.79739,23.33170,55.14579,34.00000,34.00000,Fitzroy River At Heywood,VIC,DELWP,1968-10-12 00:00:00,Within Heywood turn off Princess Highway at Hunter Street (heading west). Follow Hunter Street until the end and turn north onto Gorrie Street. Continue down Gorrie Street past Stevens Street where road turns into dirt. Park car at end and walk to station along river (heading west).,2023-12-05 00:00:00,"Artificial:Shallow V shape with cutout
",Portland Coast,Fitzroy River (Portland Coast),nan,237202A/237202B,streamflow_dailymean_delwp_9am=20143/streamflow_dailymean_bom_9am=17378/streamflow_dailymax_delwp_9am=16849/streamflow_dailymax_bom_9am=17380/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49041/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=6321,islin=4479,islin=2241,islin=3651,1975-10-27,JAN,0.00000,,0.63699
237206,141.94437,-38.25747,502.00000,141.94501,-38.26000,0.00000,1.00000,411.39923,142.01797,-38.06957,44.28495,35.87578,69.45461,143.33450,36.63805,438.55490,,0.17281,0.22161,0.75288,0.00000,0.02245,0.00219,0.00087,0.00000,0.00000,0.00000,1.00000,0.00000,16347.00000,762.04694,1237.76208,63.02302,34.28229,0.06829,0.08270,0.61567,502.00000,0.00000,0.28957,30.12731,30.12731,-468641.78125,5707344.50000,-464684.34375,5729061.50000,22.07490,0.98525,3.09991,2.84105,24.84946,50.03970,34.00000,34.00000,Eumeralla River @ Codrington,VIC,DELWP,1973-11-21 00:00:00,Travel east along the Princes Highway from the intersection of the Ettrick-Tyrendarra Road for 16.6km. Turn north into Downs Road and travel about 800m. At the T intersection turn west (left). The station is a few hundred metres further on after you cross the bridge over the river.,2023-12-06 00:00:00,"ARTIFICIAL CONCRETE CAPPED SHEET PILING
",Portland Coast,Eumeralla River (Portland Coast),nan,237206A,streamflow_dailymean_delwp_9am=18278/streamflow_dailymean_bom_9am=15511/streamflow_dailymax_delwp_9am=15504/streamflow_dailymax_bom_9am=15513/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49032/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=2737,islin=1387,islin=1233,islin=1251,1984-09-22,JAN,0.00000,,0.87880
237207,141.66321,-38.24344,310.00000,141.66251,-38.24000,0.00000,3.00000,305.76324,141.50204,-38.19788,19.49680,26.02648,48.90723,81.23410,19.20460,174.81410,,0.31429,0.61518,0.37529,0.00019,0.00914,0.00000,0.00000,0.00000,0.00019,0.00000,1.00000,0.00000,10608.00000,1039.05127,1101.04077,145.51283,58.74931,0.18951,0.14004,0.94370,310.00000,0.00000,0.39143,42.41898,42.41898,-493540.84375,5705880.00000,-508346.59375,5709187.00000,15.17065,0.86164,2.77774,3.23506,15.65716,48.18891,19.00000,20.00000,Surry River @ Heathmere,VIC,DELWP,1975-09-25 00:00:00,From Heywood travel south along Princes Highway. After 12.5km turn east onto Flowers Road. 2.4km along road turn off down dirt track to the east (1km after bend in road). Follow farm access track past house to the station.,2023-12-03 00:00:00,"Artificial; 160 deg V-notch weir
",Portland Coast,nan,nan,237207A,streamflow_dailymean_delwp_9am=17601/streamflow_dailymean_bom_9am=14839/streamflow_dailymax_delwp_9am=14823/streamflow_dailymax_bom_9am=14840/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49080/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=7759,islin=5925,islin=3933,islin=5930,1976-10-17,JAN,1.00000,310.00000,0.72203
